# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8713153215780125,3.0437663882846575,0.21355772333365966,0,3.0,0.6169964839516796,0.0,0.0,-0.01603845354834691
 0.08946755662857957,1.8833219037095008,3.0438111404503654,0.21355772333365966,0.2684026698857387,3.0,0.6169964839516796,-0.0014349212510715702,11.449023896671413,-0.11604463130797435
 0.12656136367503618,1.8953411605764026,3.043945034347516,0.6382456066270599,0.3796840910251085,3.0000000000000004,0.6112509817514519,-0.005739458413586768,14.785726108293941,-0.2518170136088226
 0.15504821305362257,1.9073723578873736,3.044167526076152,1.0594443592270617,0.46514463916086773,3.000000000000001,0.6055864749702091,-0.012912931751226738,17.380870249496454,-0.4177729470814692
 0.1790834618851116,1.9194147613510697,3.044478071736314,1.4771979005815337,0.5372503856553349,3.0000000000000036,0.6000040441011542,-0.022954208489394348,19.551730078006955,-0.6090554980412765
 0.20027610286151948,1.9314676366761465,3.0448761274280454,1.8915506965923703,0.6008283085845585,2.9999999999999973,0.5945046628652771,-0.035861702994090416,21.434077740788112,-0.8225151859295545
 0.2194510364044064,1.9435302495712596,3.0453611492513875,2.3025477128250547,0.6583531092132193,3.0000000000000013,0.5890892038091016,-0.051633377022304916,23.102225515078054,-1.0558897307145538
 0.2370981092753226,1.9556018657450647,3.045932593306381,2.7102343699699762,0.7112943278259678,2.999999999999995,0.583758443653505,-0.07026674004387672,24.602509477247487,-1.307445336776905
 0.25353635643285727,1.9676817509062174,3.0465899156930694,3.1146565014525596,0.7606090692985717,2.9999999999999964,0.5785130684874177,-0.09175884963478163,25.966324108141865,-1.5757928492361886
 0.268987284718761,1.9797691707633738,3.0473325725114933,3.5158603130959922,0.8069618541562829,2.9999999999999964,0.5733536790553029,-0.11610631194176987,27.21621582565267,-1.8597825955348624
 0.28361209642623075,1.9918633910251888,3.048160019861695,3.9138923449360212,0.8508362892786921,3.0,0.5682807955784615,-0.14330528221829664,28.369093831731956,-2.158439319970988
 0.29753242438512195,2.003963677400319,3.0490717138437167,4.308799434970288,0.8925972731553657,3.0,0.5632948626949305,-0.17335146543165889,29.438073127178207,-2.4709194841858113
 0.3108427130125135,2.0160692955974198,3.0500671105575994,4.700628684927288,0.9325281390375403,2.999999999999996,0.5583962541890263,-0.20624011694121744,30.43360305884072,-2.7964819323324543
 0.32361802398211675,2.0281795113251464,3.0511456661033853,5.089427427929447,0.9708540719463501,3.0,0.553585277514892,-0.2419660432476416,31.364194396076027,-3.1344669850192517
 0.33591917749550837,2.040293590292155,3.052306836581116,5.475243198019435,1.0077575324865249,2.9999999999999956,0.5488621782595614,-0.2805236028130212,32.23690740746996,-3.484281085536855
 0.34779626293229576,2.0524107982071014,3.0535500780908342,5.85812370151576,1.0433887887968871,3.000000000000005,0.5442271444021033,-0.32190670695172474,33.05769082303612,-3.84538523710823
 0.35929110964195876,2.0645304007786405,3.0548748467325804,6.238116790101994,1.0778733289258762,3.000000000000005,0.5396803104882552,-0.36610882079188495,33.83162408120884,-4.217286107644586
 0.37043907122564385,2.076651663715429,3.056280598606398,6.615270435672985,1.1113172136769314,2.999999999999995,0.535221761561509,-0.4131229643073156,34.56309473037046,-4.5995290601615455
 0.38127034296255674,2.0887738527261215,3.0577667898123275,6.989632706766289,1.1438110288876702,3.00000000000001,0.5308515371139358,-0.4629417134197529,35.255931141847974,-4.991692604307797
 0.39181095351738815,2.1008962335193746,3.0593328764504113,7.361251746680463,1.1754328605521644,3.0000000000000053,0.5265696347127915,-0.5155572011711935,35.913503627863186,-5.393383917031701
 0.4020835242535505,2.113018071803844,3.0609783146206904,7.7301757530811095,1.2062505727606514,2.9999999999999947,0.5223760136976155,-0.570961118966182,36.5388027755255,-5.804235181265664
 0.41210785943305084,2.1251386332881848,3.062702560423208,8.096452959160635,1.2363235782991524,2.9999999999999947,0.518270598456258,-0.629144717883837,37.13450100427919,-6.223900559936688
 0.42190141117581664,2.137257183681053,3.064505069958005,8.460131616187832,1.26570423352745,3.000000000000017,0.5142532819690022,-0.690098810059406,37.70300159748988,-6.6520536700483355
 0.4314796502033529,2.149372988691104,3.0663852993251237,8.821259977544171,1.2944389506100586,2.9999999999999942,0.5103239287634949,-0.7538137701351286,38.2464781967521,-7.0883854551180905
 0.44085636469862394,2.1614853140269936,3.0683427046246057,9.179886284044725,1.3225690940958719,3.0000000000000058,0.5064823781633828,-0.8202795367802029,38.76690697714684,-7.532602378400073
 0.4500439036158286,2.1735934253973785,3.0703767419564927,9.536058750596913,1.3501317108474857,2.999999999999994,0.5027284471741692,-0.8894856142795818,39.26609310961202,-7.9844248769925965
 0.4590533765609704,2.1856965885109125,3.0724868674208268,9.889825554129382,1.377160129682911,2.9999999999999813,0.4990619332484298,-0.9614210741913639,39.745692718833006,-8.443586030007168
 0.46789481935741456,2.1977940690762527,3.0746725371176495,10.241234822707991,1.4036844580722434,2.9999999999999876,0.49548261712443187,-1.0360745570725274,40.20723126534798,-8.90983040386408
 0.4765773322329275,2.2098851328020546,3.0769332071470026,10.5903346258581,1.4297319966987823,3.000000000000013,0.49199026530402273,-1.1134342742727137,40.65211904249571,-9.382913045229452
 0.4851091959662045,2.2219690453969734,3.0792683336089284,10.937172965997629,1.4553275878986134,3.0000000000000067,0.4885846326603324,-1.1934880097957987,41.081664340325595,-9.862598597908203
